,county,state,year,population
2189,Payne County,Oklahoma,2019,81908.0
2190,Pittsburg County,Oklahoma,2019,44154.0
2191,Pontotoc County,Oklahoma,2019,38371.0
2192,Pottawatomie County,Oklahoma,2019,72185.0
2193,Pushmataha County,Oklahoma,2019,11118.0
2194,Roger Mills County,Oklahoma,2019,3661.0
2195,Rogers County,Oklahoma,2019,91435.0
2196,Seminole County,Oklahoma,2019,24845.0
2197,Sequoyah County,Oklahoma,2019,41742.0
2198,Stephens County,Oklahoma,2019,43340.0
2199,Texas County,Oklahoma,2019,20924.0
2200,Tillman County,Oklahoma,2019,7399.0
2201,Tulsa County,Oklahoma,2019,646437.0
2202,Wagoner County,Oklahoma,2019,78984.0
2203,Washington County,Oklahoma,2019,51996.0
2204,Washita County,Oklahoma,2019,11055.0
2205,Woods County,Oklahoma,2019,9069.0
2206,Woodward County,Oklahoma,2019,20531.0
2207,Baker County,Oregon,2019,16083.0
2208,Benton County,Oregon,2019,91790.0
2209,Clackamas County,Oregon,2019,412442.0
2210,Clatsop County,Oregon,2019,39101.0
2211,Columbia County,Oregon,2019,51724.0
2212,Coos County,Oregon,2019,63708.0
2213,Crook County,Oregon,2019,23065.0
2214,Curry County,Oregon,2019,22630.0
2215,Deschutes County,Oregon,2019,186744.0
2216,Douglas County,Oregon,2019,109197.0
2217,Gilliam County,Oregon,2019,1862.0
2218,Grant County,Oregon,2019,7188.0
2219,Harney County,Oregon,2019,7258.0
2220,Hood River County,Oregon,2019,23398.0
2221,Jackson County,Oregon,2019,216746.0
2222,Jefferson County,Oregon,2019,23652.0
2223,Josephine County,Oregon,2019,86584.0
2224,Klamath County,Oregon,2019,66810.0
2225,Lake County,Oregon,2019,7874.0
2226,Lane County,Oregon,2019,375264.0
2227,Lincoln County,Oregon,2019,48757.0
2228,Linn County,Oregon,2019,125035.0
2229,Malheur County,Oregon,2019,30385.0
2230,Marion County,Oregon,2019,340531.0
2231,Morrow County,Oregon,2019,11198.0
2232,Multnomah County,Oregon,2019,807885.0
2233,Polk County,Oregon,2019,83711.0
2234,Sherman County,Oregon,2019,1735.0
2235,Tillamook County,Oregon,2019,26522.0
2236,Umatilla County,Oregon,2019,77120.0
2237,Union County,Oregon,2019,26383.0
2238,Wallowa County,Oregon,2019,7025.0
2239,Wasco County,Oregon,2019,26296.0
2240,Washington County,Oregon,2019,591336.0
2241,Wheeler County,Oregon,2019,1348.0
2242,Yamhill County,Oregon,2019,105238.0
2243,Adams County,Pennsylvania,2019,102562.0
2244,Allegheny County,Pennsylvania,2019,1220141.0
2245,Armstrong County,Pennsylvania,2019,65991.0
2246,Beaver County,Pennsylvania,2019,165654.0
2247,Bedford County,Pennsylvania,2019,48356.0
2248,Berks County,Pennsylvania,2019,417511.0
2249,Blair County,Pennsylvania,2019,123147.0
2250,Bradford County,Pennsylvania,2019,60963.0
2251,Bucks County,Pennsylvania,2019,626811.0
2252,Butler County,Pennsylvania,2019,186828.0
2253,Cambria County,Pennsylvania,2019,132960.0
2254,Cameron County,Pennsylvania,2019,4619.0
2255,Carbon County,Pennsylvania,2019,63828.0
2256,Centre County,Pennsylvania,2019,162316.0
2257,Chester County,Pennsylvania,2019,518901.0
2258,Clarion County,Pennsylvania,2019,38998.0
2259,Clearfield County,Pennsylvania,2019,79799.0
2260,Clinton County,Pennsylvania,2019,38830.0
2261,Columbia County,Pennsylvania,2019,65581.0
2262,Crawford County,Pennsylvania,2019,85772.0
2263,Cumberland County,Pennsylvania,2019,249024.0
2264,Dauphin County,Pennsylvania,2019,275714.0
2265,Delaware County,Pennsylvania,2019,563858.0
2266,Elk County,Pennsylvania,2019,30271.0
2267,Erie County,Pennsylvania,2019,273558.0
2268,Fayette County,Pennsylvania,2019,131309.0
2269,Forest County,Pennsylvania,2019,7317.0
2270,Franklin County,Pennsylvania,2019,154376.0
2271,Fulton County,Pennsylvania,2019,14469.0
2272,Greene County,Pennsylvania,2019,36846.0
2273,Huntingdon County,Pennsylvania,2019,45429.0
2274,Indiana County,Pennsylvania,2019,84743.0
2275,Jefferson County,Pennsylvania,2019,43818.0
2276,Juniata County,Pennsylvania,2019,24635.0
2277,Lackawanna County,Pennsylvania,2019,210451.0
2278,Lancaster County,Pennsylvania,2019,541332.0
2279,Lawrence County,Pennsylvania,2019,86546.0
2280,Lebanon County,Pennsylvania,2019,139553.0
2281,Lehigh County,Pennsylvania,2019,365577.0
2282,Luzerne County,Pennsylvania,2019,317808.0
2283,Lycoming County,Pennsylvania,2019,114012.0
2284,McKean County,Pennsylvania,2019,41362.0
2285,Mercer County,Pennsylvania,2019,111473.0
2286,Mifflin County,Pennsylvania,2019,46290.0
2287,Monroe County,Pennsylvania,2019,167895.0
2288,Montgomery County,Pennsylvania,2019,824303.0
2289,Montour County,Pennsylvania,2019,18270.0
2290,Northampton County,Pennsylvania,2019,302801.0
2291,Northumberland County,Pennsylvania,2019,91721.0
2292,Perry County,Pennsylvania,2019,46046.0
2293,Philadelphia County,Pennsylvania,2019,1580601.0
2294,Pike County,Pennsylvania,2019,55397.0
2295,Potter County,Pennsylvania,2019,16841.0
2296,Schuylkill County,Pennsylvania,2019,142580.0
2297,Snyder County,Pennsylvania,2019,40594.0
2298,Somerset County,Pennsylvania,2019,74242.0
2299,Sullivan County,Pennsylvania,2019,6142.0
2300,Susquehanna County,Pennsylvania,2019,40934.0
2301,Tioga County,Pennsylvania,2019,40671.0
2302,Union County,Pennsylvania,2019,44642.0
2303,Venango County,Pennsylvania,2019,51790.0
2304,Warren County,Pennsylvania,2019,39679.0
2305,Washington County,Pennsylvania,2019,207075.0
2306,Wayne County,Pennsylvania,2019,51192.0
2307,Westmoreland County,Pennsylvania,2019,352006.0
2308,Wyoming County,Pennsylvania,2019,27396.0
2309,York County,Pennsylvania,2019,445484.0
2310,Bristol County,Rhode Island,2019,48734.0
2311,Kent County,Rhode Island,2019,163543.0
2312,Newport County,Rhode Island,2019,82952.0
2313,Providence County,Rhode Island,2019,634130.0
2314,Washington County,Rhode Island,2019,126314.0
2315,Abbeville County,South Carolina,2019,24567.0
2316,Aiken County,South Carolina,2019,168325.0
2317,Allendale County,South Carolina,2019,9012.0
2318,Anderson County,South Carolina,2019,198186.0
2319,Bamberg County,South Carolina,2019,14384.0
2320,Barnwell County,South Carolina,2019,21355.0
2321,Beaufort County,South Carolina,2019,186497.0
2322,Berkeley County,South Carolina,2019,214541.0
2323,Calhoun County,South Carolina,2019,14696.0
2324,Charleston County,South Carolina,2019,402008.0
2325,Cherokee County,South Carolina,2019,56913.0
2326,Chester County,South Carolina,2019,32299.0
2327,Chesterfield County,South Carolina,2019,45979.0
2328,Clarendon County,South Carolina,2019,34012.0
2329,Colleton County,South Carolina,2019,37555.0
2330,Darlington County,South Carolina,2019,66981.0
2331,Dillon County,South Carolina,2019,30496.0
2332,Dorchester County,South Carolina,2019,158988.0
2333,Edgefield County,South Carolina,2019,26837.0
2334,Fairfield County,South Carolina,2019,22593.0
2335,Florence County,South Carolina,2019,138495.0
2336,Georgetown County,South Carolina,2019,61826.0
2337,Greenville County,South Carolina,2019,506831.0
2338,Greenwood County,South Carolina,2019,70496.0
2339,Hampton County,South Carolina,2019,19498.0
2340,Horry County,South Carolina,2019,332655.0
2341,Jasper County,South Carolina,2019,28522.0
2342,Kershaw County,South Carolina,2019,65213.0
2343,Lancaster County,South Carolina,2019,92411.0
2344,Laurens County,South Carolina,2019,66822.0
2345,Lee County,South Carolina,2019,17388.0
2346,Lexington County,South Carolina,2019,290338.0
2347,McCormick County,South Carolina,2019,9554.0
2348,Marion County,South Carolina,2019,31295.0
2349,Marlboro County,South Carolina,2019,26691.0
2350,Newberry County,South Carolina,2019,38381.0
2351,Oconee County,South Carolina,2019,77388.0
2352,Orangeburg County,South Carolina,2019,87671.0
2353,Pickens County,South Carolina,2019,123518.0
2354,Richland County,South Carolina,2019,411800.0
2355,Saluda County,South Carolina,2019,20299.0
2356,Spartanburg County,South Carolina,2019,306740.0
2357,Sumter County,South Carolina,2019,106431.0
