,county,state,year,population
9519,Petersburg Borough,Alaska,2022,3401.0
9520,Prince of Wales-Hyder Census Area,Alaska,2022,5725.0
9521,Sitka City and Borough,Alaska,2022,8428.0
9522,Skagway Municipality,Alaska,2022,1239.0
9523,Southeast Fairbanks Census Area,Alaska,2022,6831.0
9524,Valdez-Cordova Census Area,Alaska,2022,
9525,Wrangell City and Borough,Alaska,2022,2130.0
9526,Yakutat City and Borough,Alaska,2022,683.0
9527,Yukon-Koyukuk Census Area,Alaska,2022,5300.0
9528,Apache County,Arizona,2022,65897.0
9529,Cochise County,Arizona,2022,125398.0
9530,Coconino County,Arizona,2022,145116.0
9531,Gila County,Arizona,2022,53306.0
9532,Graham County,Arizona,2022,38614.0
9533,Greenlee County,Arizona,2022,9522.0
9534,La Paz County,Arizona,2022,16580.0
9535,Maricopa County,Arizona,2022,4438342.0
9536,Mohave County,Arizona,2022,214070.0
9537,Navajo County,Arizona,2022,106802.0
9538,Pima County,Arizona,2022,1045599.0
9539,Pinal County,Arizona,2022,429583.0
9540,Santa Cruz County,Arizona,2022,47653.0
9541,Yavapai County,Arizona,2022,237067.0
9542,Yuma County,Arizona,2022,204437.0
9543,Arkansas County,Arkansas,2022,17105.0
9544,Ashley County,Arkansas,2022,18960.0
9545,Baxter County,Arkansas,2022,41655.0
9546,Benton County,Arkansas,2022,286353.0
9547,Boone County,Arkansas,2022,37352.0
9548,Bradley County,Arkansas,2022,10498.0
9549,Calhoun County,Arkansas,2022,4725.0
9550,Carroll County,Arkansas,2022,28202.0
9551,Chicot County,Arkansas,2022,10143.0
9552,Clark County,Arkansas,2022,21362.0
9553,Clay County,Arkansas,2022,14508.0
9554,Cleburne County,Arkansas,2022,24665.0
9555,Cleveland County,Arkansas,2022,7544.0
9556,Columbia County,Arkansas,2022,22741.0
9557,Conway County,Arkansas,2022,20729.0
9558,Craighead County,Arkansas,2022,111576.0
9559,Crawford County,Arkansas,2022,60107.0
9560,Crittenden County,Arkansas,2022,48067.0
9561,Cross County,Arkansas,2022,16762.0
9562,Dallas County,Arkansas,2022,6445.0
9563,Desha County,Arkansas,2022,11330.0
9564,Drew County,Arkansas,2022,17309.0
9565,Faulkner County,Arkansas,2022,123666.0
9566,Franklin County,Arkansas,2022,17122.0
9567,Fulton County,Arkansas,2022,12033.0
9568,Garland County,Arkansas,2022,100162.0
9569,Grant County,Arkansas,2022,17975.0
9570,Greene County,Arkansas,2022,45818.0
9571,Hempstead County,Arkansas,2022,19993.0
9572,Hot Spring County,Arkansas,2022,33034.0
9573,Howard County,Arkansas,2022,12755.0
9574,Independence County,Arkansas,2022,37892.0
9575,Izard County,Arkansas,2022,13576.0
9576,Jackson County,Arkansas,2022,16737.0
9577,Jefferson County,Arkansas,2022,66811.0
9578,Johnson County,Arkansas,2022,25692.0
9579,Lafayette County,Arkansas,2022,6294.0
9580,Lawrence County,Arkansas,2022,16196.0
9581,Lee County,Arkansas,2022,8529.0
9582,Lincoln County,Arkansas,2022,12879.0
9583,Little River County,Arkansas,2022,11971.0
9584,Logan County,Arkansas,2022,21097.0
9585,Lonoke County,Arkansas,2022,74042.0
9586,Madison County,Arkansas,2022,16551.0
9587,Marion County,Arkansas,2022,16862.0
9588,Miller County,Arkansas,2022,42570.0
9589,Mississippi County,Arkansas,2022,40503.0
9590,Monroe County,Arkansas,2022,6765.0
9591,Montgomery County,Arkansas,2022,8459.0
9592,Nevada County,Arkansas,2022,8284.0
9593,Newton County,Arkansas,2022,7198.0
9594,Ouachita County,Arkansas,2022,22592.0
9595,Perry County,Arkansas,2022,9997.0
9596,Phillips County,Arkansas,2022,16445.0
9597,Pike County,Arkansas,2022,10165.0
9598,Poinsett County,Arkansas,2022,22893.0
9599,Polk County,Arkansas,2022,19182.0
9600,Pope County,Arkansas,2022,63346.0
9601,Prairie County,Arkansas,2022,8248.0
9602,Pulaski County,Arkansas,2022,399073.0
9603,Randolph County,Arkansas,2022,18581.0
9604,St Francis County,Arkansas,2022,23046.0
9605,Saline County,Arkansas,2022,123681.0
9606,Scott County,Arkansas,2022,9811.0
9607,Searcy County,Arkansas,2022,7827.0
9608,Sebastian County,Arkansas,2022,127739.0
9609,Sevier County,Arkansas,2022,15778.0
9610,Sharp County,Arkansas,2022,17282.0
9611,Stone County,Arkansas,2022,12364.0
9612,Union County,Arkansas,2022,38925.0
9613,Van Buren County,Arkansas,2022,15765.0
9614,Washington County,Arkansas,2022,246662.0
9615,White County,Arkansas,2022,76810.0
9616,Woodruff County,Arkansas,2022,6200.0
9617,Yell County,Arkansas,2022,20216.0
9618,Alameda County,California,2022,1679844.0
9619,Alpine County,California,2022,1198.0
9620,Amador County,California,2022,40541.0
9621,Butte County,California,2022,210083.0
9622,Calaveras County,California,2022,45327.0
9623,Colusa County,California,2022,21853.0
9624,Contra Costa County,California,2022,1165562.0
9625,Del Norte County,California,2022,27709.0
9626,El Dorado County,California,2022,191114.0
9627,Fresno County,California,2022,1008966.0
9628,Glenn County,California,2022,28893.0
9629,Humboldt County,California,2022,136351.0
9630,Imperial County,California,2022,179489.0
9631,Inyo County,California,2022,19023.0
9632,Kern County,California,2022,909997.0
9633,Kings County,California,2022,152627.0
9634,Lake County,California,2022,68174.0
9635,Lassen County,California,2022,32719.0
9636,Los Angeles County,California,2022,9989165.0
9637,Madera County,California,2022,156620.0
9638,Marin County,California,2022,261776.0
9639,Mariposa County,California,2022,17124.0
9640,Mendocino County,California,2022,91354.0
9641,Merced County,California,2022,281726.0
9642,Modoc County,California,2022,8658.0
9643,Mono County,California,2022,13206.0
9644,Monterey County,California,2022,438500.0
9645,Napa County,California,2022,137608.0
9646,Nevada County,California,2022,102199.0
9647,Orange County,California,2022,3184101.0
9648,Placer County,California,2022,405741.0
9649,Plumas County,California,2022,19769.0
9650,Riverside County,California,2022,2422764.0
9651,Sacramento County,California,2022,1586241.0
9652,San Benito County,California,2022,64507.0
9653,San Bernardino County,California,2022,2182740.0
9654,San Diego County,California,2022,3297252.0
9655,San Francisco County,California,2022,870014.0
9656,San Joaquin County,California,2022,780517.0
9657,San Luis Obispo County,California,2022,282231.0
9658,San Mateo County,California,2022,762453.0
9659,Santa Barbara County,California,2022,448096.0
9660,Santa Clara County,California,2022,1930598.0
9661,Santa Cruz County,California,2022,270353.0
9662,Shasta County,California,2022,181893.0
9663,Sierra County,California,2022,3228.0
9664,Siskiyou County,California,2022,43962.0
9665,Solano County,California,2022,453274.0
9666,Sonoma County,California,2022,488345.0
9667,Stanislaus County,California,2022,552710.0
9668,Sutter County,California,2022,99480.0
9669,Tehama County,California,2022,65615.0
9670,Trinity County,California,2022,16088.0
9671,Tulare County,California,2022,473736.0
9672,Tuolumne County,California,2022,55516.0
9673,Ventura County,California,2022,842921.0
9674,Yolo County,California,2022,216255.0
9675,Yuba County,California,2022,81932.0
9676,Adams County,Colorado,2022,520163.0
9677,Alamosa County,Colorado,2022,16362.0
9678,Arapahoe County,Colorado,2022,655112.0
9679,Archuleta County,Colorado,2022,13424.0
9680,Baca County,Colorado,2022,3486.0
9681,Bent County,Colorado,2022,5635.0
9682,Boulder County,Colorado,2022,330811.0
9683,Broomfield County,Colorado,2022,74513.0
9684,Chaffee County,Colorado,2022,19571.0
9685,Cheyenne County,Colorado,2022,1736.0
9686,Clear Creek County,Colorado,2022,9404.0
9687,Conejos County,Colorado,2022,7464.0
9688,Costilla County,Colorado,2022,3506.0
9689,Crowley County,Colorado,2022,5893.0
9690,Custer County,Colorado,2022,4712.0
9691,Delta County,Colorado,2022,31232.0
9692,Denver County,Colorado,2022,717630.0
9693,Dolores County,Colorado,2022,2338.0
9694,Douglas County,Colorado,2022,360102.0
9695,Eagle County,Colorado,2022,55665.0
9696,Elbert County,Colorado,2022,26206.0
9697,El Paso County,Colorado,2022,731847.0
9698,Fremont County,Colorado,2022,48981.0
9699,Garfield County,Colorado,2022,61776.0
9700,Gilpin County,Colorado,2022,5810.0
9701,Grand County,Colorado,2022,15733.0
9702,Gunnison County,Colorado,2022,16945.0
9703,Hinsdale County,Colorado,2022,794.0
9704,Huerfano County,Colorado,2022,6810.0
9705,Jackson County,Colorado,2022,1376.0
9706,Jefferson County,Colorado,2022,582928.0
9707,Kiowa County,Colorado,2022,1452.0
9708,Kit Carson County,Colorado,2022,7064.0
9709,Lake County,Colorado,2022,7409.0
9710,La Plata County,Colorado,2022,55642.0
9711,Larimer County,Colorado,2022,359686.0
9712,Las Animas County,Colorado,2022,14564.0
9713,Lincoln County,Colorado,2022,5669.0
9714,Logan County,Colorado,2022,21495.0
9715,Mesa County,Colorado,2022,155939.0
9716,Mineral County,Colorado,2022,867.0
9717,Moffat County,Colorado,2022,13267.0
9718,Montezuma County,Colorado,2022,25858.0
9719,Montrose County,Colorado,2022,42798.0
9720,Morgan County,Colorado,2022,29065.0
9721,Otero County,Colorado,2022,18667.0
9722,Ouray County,Colorado,2022,4869.0
9723,Park County,Colorado,2022,17421.0
9724,Phillips County,Colorado,2022,4534.0
9725,Pitkin County,Colorado,2022,17342.0
9726,Prowers County,Colorado,2022,11986.0
9727,Pueblo County,Colorado,2022,168467.0
9728,Rio Blanco County,Colorado,2022,6518.0
9729,Rio Grande County,Colorado,2022,11538.0
9730,Routt County,Colorado,2022,24839.0
9731,Saguache County,Colorado,2022,6383.0
9732,San Juan County,Colorado,2022,710.0
9733,San Miguel County,Colorado,2022,8055.0
9734,Sedgwick County,Colorado,2022,2390.0
9735,Summit County,Colorado,2022,30971.0
9736,Teller County,Colorado,2022,24726.0
9737,Washington County,Colorado,2022,4815.0
9738,Weld County,Colorado,2022,331358.0
9739,Yuma County,Colorado,2022,9979.0
9740,Fairfield County,Connecticut,2022,955895.0
9741,Hartford County,Connecticut,2022,897932.0
9742,Litchfield County,Connecticut,2022,184874.0
9743,Middlesex County,Connecticut,2022,163923.0
9744,New Haven County,Connecticut,2022,863498.0
9745,New London County,Connecticut,2022,268248.0
9746,Tolland County,Connecticut,2022,149650.0
9747,Windham County,Connecticut,2022,116240.0
9748,Kent County,Delaware,2022,182256.0
9749,New Castle County,Delaware,2022,570718.0
9750,Sussex County,Delaware,2022,238912.0
9751,District of Columbia,District of Columbia,2022,690093.0
9752,Alachua County,Florida,2022,278684.0
9753,Baker County,Florida,2022,28309.0
9754,Bay County,Florida,2022,174461.0
9755,Bradford County,Florida,2022,28364.0
9756,Brevard County,Florida,2022,608007.0
9757,Broward County,Florida,2022,1941516.0
9758,Calhoun County,Florida,2022,13615.0
9759,Charlotte County,Florida,2022,187960.0
9760,Citrus County,Florida,2022,154403.0
9761,Clay County,Florida,2022,218797.0
9762,Collier County,Florida,2022,377079.0
9763,Columbia County,Florida,2022,69889.0
9764,DeSoto County,Florida,2022,34080.0
9765,Dixie County,Florida,2022,16805.0
9766,Duval County,Florida,2022,996373.0
9767,Escambia County,Florida,2022,322424.0
9768,Flagler County,Florida,2022,115968.0
9769,Franklin County,Florida,2022,12456.0
9770,Gadsden County,Florida,2022,43701.0
9771,Gilchrist County,Florida,2022,17928.0
9772,Glades County,Florida,2022,12179.0
9773,Gulf County,Florida,2022,14181.0
9774,Hamilton County,Florida,2022,13988.0
9775,Hardee County,Florida,2022,25313.0
9776,Hendry County,Florida,2022,39707.0
9777,Hernando County,Florida,2022,195508.0
9778,Highlands County,Florida,2022,101222.0
9779,Hillsborough County,Florida,2022,1463380.0
9780,Holmes County,Florida,2022,19622.0
9781,Indian River County,Florida,2022,160345.0
9782,Jackson County,Florida,2022,47214.0
9783,Jefferson County,Florida,2022,14560.0
9784,Lafayette County,Florida,2022,8252.0
9785,Lake County,Florida,2022,385875.0
9786,Lee County,Florida,2022,764679.0
9787,Leon County,Florida,2022,292378.0
9788,Levy County,Florida,2022,43051.0
9789,Liberty County,Florida,2022,7974.0
9790,Madison County,Florida,2022,17976.0
9791,Manatee County,Florida,2022,401443.0
9792,Marion County,Florida,2022,377370.0
9793,Martin County,Florida,2022,158529.0
9794,Miami-Dade County,Florida,2022,2692459.0
9795,Monroe County,Florida,2022,82809.0
9796,Nassau County,Florida,2022,90993.0
9797,Okaloosa County,Florida,2022,211809.0
9798,Okeechobee County,Florida,2022,39641.0
9799,Orange County,Florida,2022,1429899.0
9800,Osceola County,Florida,2022,390855.0
9801,Palm Beach County,Florida,2022,1492466.0
9802,Pasco County,Florida,2022,565745.0
9803,Pinellas County,Florida,2022,958752.0
9804,Polk County,Florida,2022,729233.0
9805,Putnam County,Florida,2022,73347.0
9806,St Johns County,Florida,2022,276916.0
9807,St Lucie County,Florida,2022,331275.0
9808,Santa Rosa County,Florida,2022,189133.0
9809,Sarasota County,Florida,2022,435664.0
9810,Seminole County,Florida,2022,471058.0
9811,Sumter County,Florida,2022,130897.0
9812,Suwannee County,Florida,2022,43510.0
9813,Taylor County,Florida,2022,21760.0
9814,Union County,Florida,2022,16126.0
9815,Volusia County,Florida,2022,554901.0
9816,Wakulla County,Florida,2022,33907.0
9817,Walton County,Florida,2022,75855.0
9818,Washington County,Florida,2022,25357.0
9819,Appling County,Georgia,2022,18428.0
9820,Atkinson County,Georgia,2022,8301.0
9821,Bacon County,Georgia,2022,11123.0
9822,Baker County,Georgia,2022,2844.0
9823,Baldwin County,Georgia,2022,43773.0
9824,Banks County,Georgia,2022,18069.0
9825,Barrow County,Georgia,2022,83963.0
9826,Bartow County,Georgia,2022,109311.0
9827,Ben Hill County,Georgia,2022,17153.0
9828,Berrien County,Georgia,2022,18159.0
9829,Bibb County,Georgia,2022,157104.0
9830,Bleckley County,Georgia,2022,12577.0
9831,Brantley County,Georgia,2022,18040.0
9832,Brooks County,Georgia,2022,16232.0
9833,Bryan County,Georgia,2022,44999.0
9834,Bulloch County,Georgia,2022,81378.0
9835,Burke County,Georgia,2022,24621.0
9836,Butts County,Georgia,2022,25542.0
9837,Calhoun County,Georgia,2022,5560.0
9838,Camden County,Georgia,2022,54911.0
9839,Candler County,Georgia,2022,11001.0
9840,Carroll County,Georgia,2022,119463.0
9841,Catoosa County,Georgia,2022,67976.0
9842,Charlton County,Georgia,2022,12530.0
9843,Chatham County,Georgia,2022,294904.0
9844,Chattahoochee County,Georgia,2022,9482.0
9845,Chattooga County,Georgia,2022,24921.0
9846,Cherokee County,Georgia,2022,268043.0
9847,Clarke County,Georgia,2022,128489.0
9848,Clay County,Georgia,2022,2835.0
9849,Clayton County,Georgia,2022,297417.0
9850,Clinch County,Georgia,2022,6723.0
9851,Cobb County,Georgia,2022,766209.0
9852,Coffee County,Georgia,2022,43047.0
9853,Colquitt County,Georgia,2022,45866.0
9854,Columbia County,Georgia,2022,156773.0
9855,Cook County,Georgia,2022,17232.0
9856,Coweta County,Georgia,2022,146653.0
9857,Crawford County,Georgia,2022,12100.0
9858,Crisp County,Georgia,2022,20042.0
9859,Dade County,Georgia,2022,16224.0
9860,Dawson County,Georgia,2022,27047.0
9861,Decatur County,Georgia,2022,29338.0
9862,DeKalb County,Georgia,2022,763831.0
9863,Dodge County,Georgia,2022,19849.0
9864,Dooly County,Georgia,2022,11142.0
9865,Dougherty County,Georgia,2022,85366.0
9866,Douglas County,Georgia,2022,144497.0
9867,Early County,Georgia,2022,10813.0
9868,Echols County,Georgia,2022,3696.0
9869,Effingham County,Georgia,2022,65150.0
9870,Elbert County,Georgia,2022,19627.0
9871,Emanuel County,Georgia,2022,22730.0
9872,Evans County,Georgia,2022,10757.0
9873,Fannin County,Georgia,2022,25396.0
9874,Fayette County,Georgia,2022,119441.0
9875,Floyd County,Georgia,2022,98593.0
9876,Forsyth County,Georgia,2022,252786.0
9877,Franklin County,Georgia,2022,23429.0
9878,Fulton County,Georgia,2022,1069023.0
9879,Gilmer County,Georgia,2022,31429.0
9880,Glascock County,Georgia,2022,2883.0
9881,Glynn County,Georgia,2022,84470.0
9882,Gordon County,Georgia,2022,57696.0
9883,Grady County,Georgia,2022,26221.0
9884,Greene County,Georgia,2022,19025.0
9885,Gwinnett County,Georgia,2022,957801.0
9886,Habersham County,Georgia,2022,46105.0
9887,Hall County,Georgia,2022,203589.0
9888,Hancock County,Georgia,2022,8722.0
9889,Haralson County,Georgia,2022,29985.0
9890,Harris County,Georgia,2022,34927.0
9891,Hart County,Georgia,2022,25866.0
9892,Heard County,Georgia,2022,11465.0
9893,Henry County,Georgia,2022,241818.0
9894,Houston County,Georgia,2022,164242.0
9895,Irwin County,Georgia,2022,9643.0
9896,Jackson County,Georgia,2022,76712.0
9897,Jasper County,Georgia,2022,14638.0
9898,Jeff Davis County,Georgia,2022,14777.0
9899,Jefferson County,Georgia,2022,15658.0
9900,Jenkins County,Georgia,2022,8662.0
9901,Johnson County,Georgia,2022,9168.0
9902,Jones County,Georgia,2022,28356.0
9903,Lamar County,Georgia,2022,18550.0
9904,Lanier County,Georgia,2022,9916.0
9905,Laurens County,Georgia,2022,49497.0
9906,Lee County,Georgia,2022,33179.0
9907,Liberty County,Georgia,2022,65220.0
9908,Lincoln County,Georgia,2022,7704.0
9909,Long County,Georgia,2022,16287.0
9910,Lowndes County,Georgia,2022,118316.0
9911,Lumpkin County,Georgia,2022,33596.0
9912,McDuffie County,Georgia,2022,21587.0
9913,McIntosh County,Georgia,2022,10982.0
9914,Macon County,Georgia,2022,12021.0
9915,Madison County,Georgia,2022,30263.0
9916,Marion County,Georgia,2022,7520.0
9917,Meriwether County,Georgia,2022,20619.0
9918,Miller County,Georgia,2022,5987.0
9919,Mitchell County,Georgia,2022,21677.0
9920,Monroe County,Georgia,2022,28046.0
9921,Montgomery County,Georgia,2022,8577.0
9922,Morgan County,Georgia,2022,20174.0
9923,Murray County,Georgia,2022,39938.0
9924,Muscogee County,Georgia,2022,206960.0
9925,Newton County,Georgia,2022,112780.0
9926,Oconee County,Georgia,2022,42021.0
9927,Oglethorpe County,Georgia,2022,14865.0
9928,Paulding County,Georgia,2022,169660.0
9929,Peach County,Georgia,2022,28035.0
9930,Pickens County,Georgia,2022,33333.0
9931,Pierce County,Georgia,2022,19722.0
9932,Pike County,Georgia,2022,18935.0
9933,Polk County,Georgia,2022,42925.0
9934,Pulaski County,Georgia,2022,9863.0
9935,Putnam County,Georgia,2022,22140.0
9936,Quitman County,Georgia,2022,2224.0
9937,Rabun County,Georgia,2022,16894.0
9938,Randolph County,Georgia,2022,6377.0
9939,Richmond County,Georgia,2022,206328.0
9940,Rockdale County,Georgia,2022,93614.0
9941,Schley County,Georgia,2022,4538.0
9942,Screven County,Georgia,2022,14060.0
9943,Seminole County,Georgia,2022,9138.0
9944,Spalding County,Georgia,2022,67413.0
9945,Stephens County,Georgia,2022,26800.0
9946,Stewart County,Georgia,2022,5295.0
9947,Sumter County,Georgia,2022,29553.0
9948,Talbot County,Georgia,2022,5731.0
9949,Taliaferro County,Georgia,2022,1557.0
9950,Tattnall County,Georgia,2022,22852.0
9951,Taylor County,Georgia,2022,7814.0
9952,Telfair County,Georgia,2022,12461.0
9953,Terrell County,Georgia,2022,9153.0
9954,Thomas County,Georgia,2022,45766.0
9955,Tift County,Georgia,2022,41348.0
9956,Toombs County,Georgia,2022,27052.0
9957,Towns County,Georgia,2022,12539.0
9958,Treutlen County,Georgia,2022,6390.0
9959,Troup County,Georgia,2022,69388.0
9960,Turner County,Georgia,2022,8971.0
9961,Twiggs County,Georgia,2022,7986.0
9962,Union County,Georgia,2022,24766.0
9963,Upson County,Georgia,2022,27712.0
9964,Walker County,Georgia,2022,67711.0
9965,Walton County,Georgia,2022,97135.0
9966,Ware County,Georgia,2022,36218.0
9967,Warren County,Georgia,2022,5205.0
9968,Washington County,Georgia,2022,19927.0
9969,Wayne County,Georgia,2022,30155.0
9970,Webster County,Georgia,2022,2350.0
9971,Wheeler County,Georgia,2022,7430.0
9972,White County,Georgia,2022,28090.0
9973,Whitfield County,Georgia,2022,102727.0
9974,Wilcox County,Georgia,2022,8731.0
9975,Wilkes County,Georgia,2022,9556.0
9976,Wilkinson County,Georgia,2022,8844.0
9977,Worth County,Georgia,2022,20719.0
9978,Hawaii County,Hawaii,2022,200746.0
9979,Honolulu County,Hawaii,2022,1013227.0
9980,Kalawao County,Hawaii,2022,82.0
9981,Kauai County,Hawaii,2022,73201.0
9982,Maui County,Hawaii,2022,164655.0
9983,Ada County,Idaho,2022,497984.0
9984,Adams County,Idaho,2022,4424.0
9985,Bannock County,Idaho,2022,87177.0
9986,Bear Lake County,Idaho,2022,6370.0
9987,Benewah County,Idaho,2022,9576.0
9988,Bingham County,Idaho,2022,48068.0
9989,Blaine County,Idaho,2022,24327.0
9990,Boise County,Idaho,2022,7647.0
9991,Bonner County,Idaho,2022,47390.0
9992,Bonneville County,Idaho,2022,124626.0
9993,Boundary County,Idaho,2022,12113.0
9994,Butte County,Idaho,2022,2577.0
9995,Camas County,Idaho,2022,1089.0
9996,Canyon County,Idaho,2022,232714.0
9997,Caribou County,Idaho,2022,7015.0
9998,Cassia County,Idaho,2022,24699.0
9999,Clark County,Idaho,2022,792.0
10000,Clearwater County,Idaho,2022,8750.0
10001,Custer County,Idaho,2022,4266.0
10002,Elmore County,Idaho,2022,28668.0
10003,Franklin County,Idaho,2022,14269.0
10004,Fremont County,Idaho,2022,13404.0
10005,Gem County,Idaho,2022,19258.0
10006,Gooding County,Idaho,2022,15643.0
10007,Idaho County,Idaho,2022,16561.0
10008,Jefferson County,Idaho,2022,31055.0
10009,Jerome County,Idaho,2022,24222.0
10010,Kootenai County,Idaho,2022,172646.0
10011,Latah County,Idaho,2022,39611.0
10012,Lemhi County,Idaho,2022,7948.0
10013,Lewis County,Idaho,2022,3531.0
10014,Lincoln County,Idaho,2022,5133.0
10015,Madison County,Idaho,2022,52876.0
10016,Minidoka County,Idaho,2022,21674.0
10017,Nez Perce County,Idaho,2022,42088.0
10018,Oneida County,Idaho,2022,4554.0
10019,Owyhee County,Idaho,2022,11978.0
10020,Payette County,Idaho,2022,25589.0
10021,Power County,Idaho,2022,7879.0
10022,Shoshone County,Idaho,2022,13189.0
10023,Teton County,Idaho,2022,11731.0
10024,Twin Falls County,Idaho,2022,90279.0
10025,Valley County,Idaho,2022,11838.0
10026,Washington County,Idaho,2022,10544.0
10027,Adams County,Illinois,2022,65530.0
10028,Alexander County,Illinois,2022,5168.0
10029,Bond County,Illinois,2022,16663.0
10030,Boone County,Illinois,2022,53326.0
10031,Brown County,Illinois,2022,6217.0
10032,Bureau County,Illinois,2022,33118.0
10033,Calhoun County,Illinois,2022,4411.0
10034,Carroll County,Illinois,2022,15664.0
10035,Cass County,Illinois,2022,12956.0
10036,Champaign County,Illinois,2022,205469.0
10037,Christian County,Illinois,2022,33900.0
10038,Clark County,Illinois,2022,15407.0
10039,Clay County,Illinois,2022,13267.0
10040,Clinton County,Illinois,2022,36896.0
10041,Coles County,Illinois,2022,46737.0
10042,Cook County,Illinois,2022,5262741.0
10043,Crawford County,Illinois,2022,18639.0
10044,Cumberland County,Illinois,2022,10428.0
10045,DeKalb County,Illinois,2022,100233.0
10046,De Witt County,Illinois,2022,15441.0
10047,Douglas County,Illinois,2022,19742.0
10048,DuPage County,Illinois,2022,931153.0
10049,Edgar County,Illinois,2022,16755.0
10050,Edwards County,Illinois,2022,6205.0
10051,Effingham County,Illinois,2022,34614.0
10052,Fayette County,Illinois,2022,21460.0
10053,Ford County,Illinois,2022,13533.0
10054,Franklin County,Illinois,2022,37636.0
10055,Fulton County,Illinois,2022,33440.0
10056,Gallatin County,Illinois,2022,4947.0
10057,Greene County,Illinois,2022,11915.0
10058,Grundy County,Illinois,2022,52514.0
10059,Hamilton County,Illinois,2022,7977.0
10060,Hancock County,Illinois,2022,17552.0
10061,Hardin County,Illinois,2022,3634.0
10062,Henderson County,Illinois,2022,6339.0
10063,Henry County,Illinois,2022,49138.0
10064,Iroquois County,Illinois,2022,26984.0
10065,Jackson County,Illinois,2022,52896.0
10066,Jasper County,Illinois,2022,9247.0
10067,Jefferson County,Illinois,2022,37029.0
10068,Jersey County,Illinois,2022,21444.0
10069,Jo Daviess County,Illinois,2022,22035.0
10070,Johnson County,Illinois,2022,13307.0
10071,Kane County,Illinois,2022,516155.0
10072,Kankakee County,Illinois,2022,107236.0
10073,Kendall County,Illinois,2022,132291.0
10074,Knox County,Illinois,2022,49736.0
10075,Lake County,Illinois,2022,713217.0
10076,LaSalle County,Illinois,2022,109359.0
10077,Lawrence County,Illinois,2022,15234.0
10078,Lee County,Illinois,2022,34021.0
10079,Livingston County,Illinois,2022,35752.0
10080,Logan County,Illinois,2022,27879.0
10081,McDonough County,Illinois,2022,27079.0
10082,McHenry County,Illinois,2022,309770.0
10083,McLean County,Illinois,2022,170870.0
10084,Macon County,Illinois,2022,103647.0
10085,Macoupin County,Illinois,2022,44810.0
10086,Madison County,Illinois,2022,265498.0
10087,Marion County,Illinois,2022,37613.0
10088,Marshall County,Illinois,2022,11691.0
10089,Mason County,Illinois,2022,13026.0
10090,Massac County,Illinois,2022,14125.0
10091,Menard County,Illinois,2022,12265.0
10092,Mercer County,Illinois,2022,15633.0
10093,Monroe County,Illinois,2022,34898.0
10094,Montgomery County,Illinois,2022,28157.0
10095,Morgan County,Illinois,2022,32798.0
10096,Moultrie County,Illinois,2022,14486.0
10097,Ogle County,Illinois,2022,51678.0
10098,Peoria County,Illinois,2022,181225.0
10099,Perry County,Illinois,2022,20880.0
10100,Piatt County,Illinois,2022,16654.0
10101,Pike County,Illinois,2022,14633.0
10102,Pope County,Illinois,2022,3744.0
10103,Pulaski County,Illinois,2022,5161.0
10104,Putnam County,Illinois,2022,5635.0
10105,Randolph County,Illinois,2022,30055.0
10106,Richland County,Illinois,2022,15803.0
10107,Rock Island County,Illinois,2022,144267.0
10108,St Clair County,Illinois,2022,256789.0
10109,Saline County,Illinois,2022,23634.0
10110,Sangamon County,Illinois,2022,196012.0
10111,Schuyler County,Illinois,2022,6875.0
10112,Scott County,Illinois,2022,4927.0
10113,Shelby County,Illinois,2022,20900.0
10114,Stark County,Illinois,2022,5391.0
10115,Stephenson County,Illinois,2022,44457.0
10116,Tazewell County,Illinois,2022,131018.0
10117,Union County,Illinois,2022,17179.0
10118,Vermilion County,Illinois,2022,73883.0
10119,Wabash County,Illinois,2022,11316.0
10120,Warren County,Illinois,2022,16777.0
10121,Washington County,Illinois,2022,13711.0
10122,Wayne County,Illinois,2022,16121.0
10123,White County,Illinois,2022,13808.0
10124,Whiteside County,Illinois,2022,55509.0
10125,Will County,Illinois,2022,695903.0
10126,Williamson County,Illinois,2022,67094.0
10127,Winnebago County,Illinois,2022,284858.0
10128,Woodford County,Illinois,2022,38395.0
10129,Adams County,Indiana,2022,35826.0
10130,Allen County,Indiana,2022,385892.0
10131,Bartholomew County,Indiana,2022,82157.0
10132,Benton County,Indiana,2022,8712.0
10133,Blackford County,Indiana,2022,12098.0
10134,Boone County,Indiana,2022,71169.0
10135,Brown County,Indiana,2022,15470.0
10136,Carroll County,Indiana,2022,20307.0
10137,Cass County,Indiana,2022,37771.0
10138,Clark County,Indiana,2022,121282.0
10139,Clay County,Indiana,2022,26432.0
10140,Clinton County,Indiana,2022,33151.0
10141,Crawford County,Indiana,2022,10540.0
10142,Daviess County,Indiana,2022,33391.0
10143,Dearborn County,Indiana,2022,50726.0
10144,Decatur County,Indiana,2022,26477.0
10145,DeKalb County,Indiana,2022,43274.0
10146,Delaware County,Indiana,2022,111669.0
10147,Dubois County,Indiana,2022,43604.0
10148,Elkhart County,Indiana,2022,206842.0
10149,Fayette County,Indiana,2022,23333.0
10150,Floyd County,Indiana,2022,80437.0
10151,Fountain County,Indiana,2022,16470.0
10152,Franklin County,Indiana,2022,22767.0
10153,Fulton County,Indiana,2022,20434.0
10154,Gibson County,Indiana,2022,33021.0
10155,Grant County,Indiana,2022,66446.0
10156,Greene County,Indiana,2022,30790.0
10157,Hamilton County,Indiana,2022,348868.0
